,time,androidSensorAccelerometerMean,androidSensorAccelerometerMin,androidSensorAccelerometerMax,androidSensorAccelerometerStd,androidSensorGyroscopeMean,androidSensorGyroscopeMin,androidSensorGyroscopeMax,androidSensorGyroscopeStd,soundMean,soundMin,soundMax,soundStd,target
78,193,9.83313928113,9.8169931146,9.86519414248,0.00939743658221,0.00304297879879,0.00273187244818,0.0036651915,0.000538852005808,0,0,0,0,Still
79,140,9.829993471,9.80119525145,9.86108875821,0.0185775646919,0.00153011908824,0,0.00238200383602,0.000549359751369,0,0,0,0,Still
80,26,9.80951520005,9.77043004752,9.84595492169,0.0177233079881,0.00204148326493,0.0010652645,0.00301302300683,0.000563009136412,0,0,0,0,Still
81,113,9.87621641248,9.85558097136,9.91312379599,0.0137825017168,0.00206248271117,0.00172778784266,0.00273187244818,0.000579708517286,0,0,0,0,Still
82,79,9.81225086205,9.7740243126,9.85686689359,0.0162194077302,0.00173624105679,0,0.00336866203565,0.000598414921053,0,0,0,0,Still
83,31,9.80831268371,9.78131699126,9.83483134574,0.0135340722704,0.00135905235166,0,0.00238200383602,0.000606437399923,0,0,0,0,Still
84,54,9.84164529551,9.80059186811,9.88312379951,0.0209467273776,0.00179525079781,0.0010652645,0.0026093544661,0.00060784254984,0,0,0,0,Still
85,228,9.81396053531,9.76582946131,9.84738377153,0.0165290457659,0.00168657633254,0,0.0031957935,0.000612042701142,0,0,0,0,Still
86,279,9.81574628001,9.7862660799,9.84991159559,0.0144388195376,0.00158453712188,0,0.00353308255853,0.000614351384389,0,0,0,0,Still
87,318,9.81765130323999,9.77107861042,9.87482473044,0.0146206167735,0.00178380080478,0,0.00336866203565,0.000616480449984,0,0,0,0,Still
88,409,9.81708733738,9.77664939808,9.85002034776,0.0164184993523,0.00161967007156,0,0.00301302300683,0.000618967544873,0,0,0,0,Still
89,237,9.81455047229,9.77897788508999,9.8592442482,0.0161752311713,0.00142100046999,0,0.00336866203565,0.000629532658278,0,0,0,0,Still
90,28,9.82684376408,9.79661977729,9.85178881898,0.0159870460489,0.00191874962042,0.0010652645,0.0031957935,0.000630359977122,0,0,0,0,Still
91,496,9.81517226862,9.76236326622,9.85322591287,0.01464506268,0.00164258501086,0,0.0031957935,0.000634933610122,0,0,0,0,Still
92,497,9.81589686182,9.7752115276,9.85316286454,0.0172353095799,0.00148821763783,0,0.00353308255853,0.000636759214404,0,0,0,0,Still
93,216,9.81728541094,9.78995377635,9.84843494847,0.0143749960856,0.00148309313723,0,0.0031957935,0.000639357923267,0,0,0,0,Still
94,51,9.81256616454,9.77179566271,9.84969823409,0.0151514349372,0.00165995432169,0,0.003690184475,0.00064563525892,0,0,0,0,Still
95,163,9.83074488131,9.80719717026,9.8576649845,0.01460282469,0.00200728624416,0.00150651150341,0.0031957934,0.000648609164365,0,0,0,0,Still
96,13,9.81253004258,9.7693747115,9.85668632251,0.0182411284587,0.00150837897362,0,0.0031957935,0.000651410481283,0,0,0,0,Still
97,139,9.81522290146,9.77672407976,9.84896612016,0.0142963424879,0.00161800223318,0,0.00353308255853,0.000651469872755,0,0,0,0,Still
98,241,9.81350760742,9.76930606122,9.85696430174999,0.015395174563,0.0017056950948,0,0.00398585470511,0.000654605951416,0,0,0,0,Still
99,296,9.81736775425,9.77537044121,9.84962752488,0.0174813238477,0.0015104113692,0,0.00398585470511,0.000655805446955,0,0,0,0,Still
100,69,9.84128153382,9.81977006666,9.86760761398,0.0144313495069,0.00169059473046,0.0010652645,0.0031957934,0.000656785079331,0,0,0,0,Still
101,24,9.81672410307,9.78119275097,9.83975505838,0.0173841889732,0.00191870279164,0.0010652645,0.00301302300683,0.000657770613969,0,0,0,0,Still
102,193,9.81496612421,9.77787459388,9.85552608095,0.0161738965331,0.00159192444354,0,0.0031957935,0.000657819662657,0,0,0,0,Still
103,445,9.81431077385,9.77791321244,9.85219006481,0.0159411535394,0.00166001165924,0,0.00384086569348,0.000665365601327,0,0,0,0,Still
104,200,9.81536808139,9.77913703046999,9.85428230219,0.0147866522537,0.00164160197323,0,0.0031957934,0.000671913302698,0,0,0,0,Still
105,199,9.81342034367,9.77523256476,9.85057911954,0.0140731250369,0.00170800517414,0,0.00353308255853,0.000675313827015,0,0,0,0,Still
106,3,9.80711497398,9.77182183999,9.84467178598,0.016860040897,0.00142833463164,0,0.00384086569348,0.000675589077317,0,0,0,0,Still
107,460,9.81489262821,9.78618275814,9.85533268933,0.0150061595892,0.00172359235904,0,0.00336866203565,0.000679741982691,0,0,0,0,Still
108,379,9.81399744661,9.76574449773,9.85576955989,0.0172955854031,0.00164112693083,0,0.00301302300683,0.000681993946252,0,0,0,0,Still
109,30,9.82071788238,9.77882877545,9.85664437776,0.0199294110517,0.00200149606439,0.0010652645,0.0026093544661,0.000682876659267,0,0,0,0,Still
110,23,9.81263249277,9.77421630738,9.85200991711,0.0170613662205,0.0015207445484,0,0.00336866203565,0.000685638726829,0,0,0,0,Still
111,74,9.84097963672,9.81448161504,9.8670582747,0.0130505485857,0.00166860775669,0.0010652645,0.0031957935,0.000685683820603,0,0,0,0,Still
112,365,9.81586930746999,9.7789825745,9.85915354887,0.0166248274525,0.001712301236,0,0.00336866203565,0.000690914148062,0,0,0,0,Still
113,206,9.81217348299999,9.7743469408,9.84845153671,0.0159473618592,0.00158454533628,0,0.00353308255853,0.000693224353791,0,0,0,0,Still
114,211,9.81597999988,9.78132043426,9.85918341866,0.0164485552073,0.00188675119612,0,0.00464338016599,0.000693710566946,0,0,0,0,Still
115,21,9.85164564974,9.80566100624,9.90947233506,0.0254396887561,0.00164261645519,0.0010652645,0.0026093544661,0.000694862315051,0,0,0,0,Still
116,151,9.81336486314,9.77432802768,9.85795667364,0.0163447390971,0.00157357818541,0,0.0031957935,0.000695753100205,0,0,0,0,Still
117,378,9.81608398829,9.78384834359,9.86757275931,0.0157563548608,0.0015953952488,0,0.00336866203565,0.000697049319112,0,0,0,0,Still
118,207,9.8161433331,9.76849002332,9.86033996003,0.0160175732303,0.00161025880202,0,0.0031957935,0.000699216994616,0,0,0,0,Still
119,67,9.84098797185,9.80973081806,9.8721354624,0.0202112811802,0.00145712341516,0,0.00238200383602,0.000701072954558,0,0,0,0,Still
120,173,9.81341845521,9.77039073926,9.85205529977,0.0165265820336,0.00157405418167,0,0.00398585470511,0.000703209418086,0,0,0,0,Still
121,298,9.81709378564,9.78005614198,9.84852581943,0.0159021625549,0.00174479391431,0,0.00353308255853,0.000703737313642,0,0,0,0,Still
122,438,9.81877793188,9.77787356798,9.84945205883,0.0154425828862,0.00158346409409,0,0.00353308255853,0.00070433944091,0,0,0,0,Still
123,21,9.85283907053999,9.79272146035,9.91090550147,0.0164817120149,0.00158790099484,0,0.00384086569348,0.000704999833908,0,0,0,0,Still
124,369,9.81328415262,9.77061580604,9.86052387949,0.0177549473736,0.00179680784455,0,0.00398585470511,0.00070726004101,0,0,0,0,Still
125,437,9.81949988703,9.77542123727,9.85367385676,0.01734536644,0.00155695257348,0,0.00336866203565,0.000707694711111,0,0,0,0,Still
126,354,9.8168858812,9.78751737943,9.84630219108,0.0142288012597,0.00168771728969,0,0.00336866203565,0.000708187297692,0,0,0,0,Still
127,35,9.81105227074,9.76330425826,9.85910114919999,0.017338102926,0.00164034473842,0,0.00336866203565,0.000711430870387,0,0,0,0,Still
128,196,9.81164880446,9.76449739996,9.86287748604,0.0193961112536,0.00148879150045,0,0.00336866203565,0.000712426035664,0,0,0,0,Still
129,150,9.82717783631,9.80481712742,9.84926211274,0.0111991059917,0.00152461653211,0,0.0026093544661,0.000712700740663,0,0,0,0,Still
130,342,9.81575785496,9.77902236109,9.85466366963,0.0166035037405,0.00153616330804,0,0.0031957935,0.000715842360792,0,0,0,0,Still
131,186,9.81402362327,9.7741803865,9.85077675063,0.0152562413681,0.00161635975877,0,0.0031957935,0.000716517454678,0,0,0,0,Still
132,247,9.81376270545,9.77560968638,9.85065942366,0.0153413997007,0.00153336853501,0,0.003690184475,0.00071746464913,0,0,0,0,Still
133,16,9.80866387759,9.77420787691,9.84111826111,0.0156993305059,0.00149418451559,0,0.00336866203565,0.000717763581339,0,0,0,0,Still
134,37,9.81063296284999,9.78471245686,9.84581635981,0.0168082452853,0.00118027355869,0,0.0026093544661,0.000717922053842,0,0,0,0,Still
135,129,9.810849555,9.76954772857,9.8482949664,0.0153645503843,0.00161190345518,0,0.00336866203565,0.000718324213038,0,0,0,0,Still
136,94,9.81592185912,9.76800824427999,9.86171101488,0.0173888188484,0.00146184080253,0,0.00301302300683,0.000718497517441,0,0,0,0,Still
137,389,9.81511473171,9.77290681191,9.86517801829,0.0165663364128,0.00171796975371,0,0.00398585470511,0.000719332206527,0,0,0,0,Still
138,104,9.84361936945,9.80086529725,9.8699202003,0.0171123937347,0.0019281632254,0.0010652645,0.00384086569348,0.000719758805924,0,0,0,0,Still
139,192,9.81586467905,9.7860516969,9.8471094512,0.0142809020355,0.00159006983175,0,0.0031957935,0.000720226798148,0,0,0,0,Still
140,202,9.81132033036,9.77569177883,9.84954262939,0.0149699882595,0.00157693715516,0,0.0031957935,0.000721913477773,0,0,0,0,Still
141,20,9.80998910766,9.77741262415,9.84840155375,0.0217561412867,0.00192567909922,0,0.0026093544661,0.000722422194576,0,0,0,0,Still
142,41,9.85121073156,9.81247800976,9.88336681613,0.0203750830654,0.00145051125309,0,0.0026093544661,0.000722903833534,0,0,0,0,Still
143,132,9.81311665243,9.76327585654,9.84595994314,0.0150201444824,0.00168084201766,0,0.00336866203565,0.000724917869732,0,0,0,0,Still
144,170,9.81298690936999,9.77053191074,9.85645798695,0.016867527262,0.00158276733934,0,0.00336866203565,0.000725557561159,0,0,0,0,Still
145,392,9.81907158741,9.77887039439,9.85775947729,0.0145999648487,0.00175577355507,0,0.00336866203565,0.000726689409401,0,0,0,0,Still
146,171,9.83021891819,9.80115657831,9.85625327282,0.0135974400449,0.00182642779524,0.0010652645,0.00353308255853,0.000727526548719,0,0,0,0,Still
147,99,9.84472576398,9.79197323498,9.88439954171,0.0223158351568,0.00176445335958,0,0.0026093544661,0.000729781394031,0,0,0,0,Still
148,292,9.81529420946,9.76716938341,9.85457990828,0.0166196851999,0.00151519011415,0,0.0031957935,0.000731383237877,0,0,0,0,Still
149,7,9.8144774703,9.78004932846,9.85285248925,0.0161842987475,0.00162508155625,0,0.0031957935,0.000731446448252,0,0,0,0,Still
150,93,9.81730845807,9.78377503454,9.86633066133,0.0176279543763,0.00154594871334,0,0.00451953451024,0.000731665979334,0,0,0,0,Still
151,213,9.81306646924,9.77180614817,9.86011955737,0.0147691867335,0.00157872292025,0,0.00336866203565,0.000731703803482,0,0,0,0,Still
152,323,9.81325229313,9.76358394208,9.85327128987,0.0161806812968,0.00164515152784,0,0.00439219797996,0.000732294069568,0,0,0,0,Still
153,18,9.84566543778999,9.79246314433,9.9094527667,0.0166657068941,0.00162085327266,0,0.00451953451024,0.000735336107969,0,0,0,0,Still
154,188,9.81333048579,9.77393634128,9.84727244354,0.0155227885273,0.00162223021256,0,0.00353308255853,0.00073618319522,0,0,0,0,Still
155,20,9.85003219125,9.79868393831,9.89782152049999,0.0159007840322,0.00168891816171,0,0.00398585470511,0.000736444095376,0,0,0,0,Still
156,302,9.81667100949,9.7804686091,9.85091778851,0.0157773923006,0.00158892707365,0,0.00336866203565,0.000736564150197,0,0,0,0,Still
157,78,9.81147629156,9.75889547269,9.84941095639,0.0146255073331,0.00165077522136,0,0.00353308255853,0.000736963641413,0,0,0,0,Still
158,255,9.81465290417999,9.76479150506,9.8592950482,0.0176931460921,0.00187473311682,0,0.00398585470511,0.000738622529915,0,0,0,0,Still
159,167,9.84482156638,9.77184428602,9.91366964313,0.0203421998452,0.0023518246236,0.00172778784266,0.00345557568533,0.000741133083824,0,0,0,0,Still
160,345,9.81548202654999,9.78151968434,9.86038530436999,0.0159330500894,0.00161230638778,0,0.003690184475,0.000741965146612,0,0,0,0,Still
161,29,9.81194441398,9.77030229511,9.86029069139,0.016618672195,0.00171169921619,0,0.00398585470511,0.000742921128347,0,0,0,0,Still
162,244,9.8140680962,9.78499943735,9.86163428862,0.0155314895942,0.00152893263363,0,0.003690184475,0.000743217914813,0,0,0,0,Still
163,71,9.80934672217,9.7683122197,9.85301633198,0.0180214009357,0.00178539665251,0,0.00353308255853,0.000743955247645,0,0,0,0,Still
164,146,9.83026767817,9.7963800213,9.89096336872,0.0194088691324,0.00195978886783,0.0010652645,0.00353308255853,0.000745349180617,0,0,0,0,Still
165,270,9.81605346546,9.78359077082,9.84514231713,0.0160808721656,0.00184960692386,0,0.00398585470511,0.000745996496977,0,0,0,0,Still
166,472,9.81720904174999,9.77896169198,9.86894243726,0.0171613885451,0.00161302974079,0,0.0031957935,0.000748398168613,0,0,0,0,Still
167,166,9.81707668374,9.7693147893,9.85482108386,0.0170695486999,0.00170881069484,0,0.00336866203565,0.000748532402548,0,0,0,0,Still
168,9,9.8507547268,9.76379363401,9.91793006193999,0.0176972169239,0.00154280899469,0,0.0054318044138,0.000750267624584,0,0,0,0,Still
169,420,9.818156587,9.77198836117,9.84967109983,0.0153933466885,0.00170789819469,0,0.00336866203565,0.000751166422599,0,0,0,0,Still
170,60,9.83882833231,9.8084736571,9.87554360849,0.0160862973096,0.00182177900211,0,0.0026093544661,0.000751956808123,0,0,0,0,Still
171,177,9.81747166109,9.78487414526999,9.8662130109,0.0151849459127,0.00171778559283,0,0.00353308255853,0.000752235846319,0,0,0,0,Still
172,303,9.81380807009,9.77432164983,9.8509393186,0.0156326294455,0.00182127732031,0,0.00336866203565,0.000752355658545,0,0,0,0,Still
173,11,9.85345139173999,9.79531753587,9.90014091256,0.0163350907354,0.00174798484044,0,0.00398585470511,0.000752705012345,0,0,0,0,Still
174,341,9.81455911909,9.77585801415,9.87495599209,0.0155775887313,0.00158513088447,0,0.003690184475,0.000752760295133,0,0,0,0,Still
175,440,9.81784869929999,9.77420904991,9.85584742244,0.0159214348948,0.00190776115052,0,0.00398585470511,0.000758028165391,0,0,0,0,Still
176,22,9.80873738299,9.77161029311999,9.84501567991,0.0156683417075,0.00150976933254,0,0.0031957935,0.000758539369607,0,0,0,0,Still
177,282,9.81656574996,9.7765928185,9.85339854831,0.0175371514449,0.00172788444677,0,0.00384086569348,0.000760575932547,0,0,0,0,Still
178,96,9.81649758159,9.78039725288,9.86291504521,0.0157653442958,0.00154610428151,0,0.00336866203565,0.00076330175549,0,0,0,0,Still
179,421,9.8144003662,9.77801492466,9.85936656033,0.0159037710118,0.00171634864379,0,0.00439219805272,0.000763407198117,0,0,0,0,Still
180,214,9.8141962405,9.77064213311,9.86055846839,0.015256701738,0.00163517098848,0,0.00384086569348,0.000763534328219,0,0,0,0,Still
181,236,9.80835379621,9.76228979588,9.84493161799,0.0152705320764,0.00157637323411,0,0.00336866203565,0.000765630012361,0,0,0,0,Still
182,324,9.81682861565,9.759194152,9.85205617252,0.0159140808384,0.00170097620865,0,0.00384086569348,0.000766873876765,0,0,0,0,Still
183,307,9.81235464525,9.76232796234,9.84256652235,0.0148897362468,0.00165330744321,0,0.00398585470511,0.000770964575298,0,0,0,0,Still
184,429,9.81771486855,9.77220921162,9.85682465891999,0.0164371794641,0.0016212593231,0,0.003690184475,0.0007712550012,0,0,0,0,Still
185,91,9.84670455932,9.79242346898,9.87447592449,0.01634583677,0.00172844573304,0,0.0031957935,0.000771968406724,0,0,0,0,Still
186,184,9.81220327092,9.77516373564,9.853132322,0.0156245595704,0.0016556866897,0,0.00353308255853,0.000773547498591,0,0,0,0,Still
187,45,9.81078948429,9.77281619103,9.86260105381,0.0158504900496,0.00166276169629,0,0.00398585470511,0.000773654208484,0,0,0,0,Still
188,68,9.84269674596,9.81236650486,9.88039481697,0.0172768779699,0.00141012510457,0,0.0026093544661,0.0007745719628,0,0,0,0,Still
189,396,9.81698383244,9.76247394785,9.86176943115,0.0163750257137,0.00171138419563,0,0.00398585470511,0.00077458793538,0,0,0,0,Still
190,475,9.8182439182,9.78491866776,9.85333448293,0.0150790929323,0.0017553993529,0,0.004261058,0.000775290955981,0,0,0,0,Still
191,5,9.79993920658,9.63464312792,9.98799345878,0.023427319165,0.00170271574662,0,0.00451953451024,0.000775664540063,0,0,0,0,Still
192,56,9.81045225637,9.75023618658,9.85322918522,0.0172896499119,0.00162188744366,0,0.00353308255853,0.000776411673059,0,0,0,0,Still
193,16,9.83564162878,9.78015421409,9.88166668535,0.0165234116115,0.00174608719238,0,0.0048816552064,0.000776583188124,0,0,0,0,Still
194,141,9.83499445051,9.80223773156,9.86227295756,0.0145409749984,0.00209359910442,0.0010652645,0.00336866203565,0.00077746597917,0,0,0,0,Still
195,80,9.83707363776,9.80161984133,9.88818389697,0.018039981515,0.0016072183165,0,0.0026093544661,0.000778429244217,0,0,0,0,Still
196,410,9.8144478095,9.78012933247,9.85120967728,0.0148240897092,0.00168096347485,0,0.00353308255853,0.000780198228383,0,0,0,0,Still
197,25,9.81367400624,9.75621574212,9.85905231042,0.0180768682514,0.00156422608719,0,0.00353308255853,0.000780568672072,0,0,0,0,Still
198,23,9.85266985321,9.78717183122,9.91874201183,0.0301017038062,0.00204393941042,0.0010652645,0.00353308255853,0.000781563215647,0,0,0,0,Still
199,201,9.81235622692,9.76343848704,9.86044627177999,0.0176752809272,0.00160731277262,0,0.00353308255853,0.0007839257713,0,0,0,0,Still
200,15,9.83516416628,9.78319649598,9.88912996419,0.0167937245553,0.00178945836787,0,0.00464338016599,0.00078412409597,0,0,0,0,Still
201,215,9.81421622229,9.77193674061,9.84740225342,0.0173007446195,0.00152718124008,0,0.00398585470511,0.000785816367481,0,0,0,0,Still
202,32,9.835607107,9.79575167869,9.88219108372,0.0162228855911,0.00172329118299,0,0.00451953451024,0.000785955675127,0,0,0,0,Still
203,406,9.8154890898,9.77415186969,9.84631274281999,0.0155492002574,0.00159151813733,0,0.00353308255853,0.00078601225061,0,0,0,0,Still
204,127,9.81102664334,9.78237197811,9.84232271681,0.0132930699003,0.00178268659806,0,0.00398585470511,0.000789282331056,0,0,0,0,Still
205,264,9.8133537408,9.7755342632,9.84250872008999,0.0130479956547,0.00153681100255,0,0.00398585470511,0.000789637064171,0,0,0,0,Still
