,time,androidSensorAccelerometerMean,androidSensorAccelerometerMin,androidSensorAccelerometerMax,androidSensorAccelerometerStd,androidSensorGyroscopeMean,androidSensorGyroscopeMin,androidSensorGyroscopeMax,androidSensorGyroscopeStd,soundMean,soundMin,soundMax,soundStd,target
55,132,9.853280551,9.797770406,9.894212993,0.01835238183,0.001921943571,0.001727787843,0.002116099299,0.0002745776641,0,0,0,0,Still
56,72,9.841098433,9.812153276,9.868216951,0.01594541954,0.001820918007,0.001506511503,0.002382003836,0.000318250531,0,0,0,0,Still
57,24,9.826047712,9.789496695,9.850434222,0.01576500293,0.001397728849,0.0010652645,0.001845092238,0.0003334915366,0,0,0,0,Still
58,152,9.834427909,9.817170621,9.855394851,0.006845987975,0.001474759171,0.0012217305,0.001727787843,0.0003578365787,0,0,0,0,Still
59,67,9.869383878,9.768953268,9.932280236,0.02151800032,0.001474759171,0.0012217305,0.001727787843,0.0003578365787,0,0,0,0,Still
60,43,9.8567039,9.839429645,9.892805107,0.01351756008,0.00156854655,0.0010652645,0.002382003836,0.0003945983851,0,0,0,0,Still
61,154,9.832110223,9.789223022,9.865867895,0.0197284894,0.001503691248,0.0010652645,0.002130529,0.0004145056929,0,0,0,0,Still
62,97,9.850183118,9.817464899,9.903751624,0.01384934804,0.001727787843,0.001727787843,0.001727787843,0.0004354173693,0,0,0,0,Still
63,29,9.824330036,9.781117884,9.863870879,0.01973823823,0.001911202526,0.001506511503,0.002382003836,0.0004414743863,0,0,0,0,Still
64,6,9.822879754,9.785694967,9.848046792,0.019772752,0.001588336431,0.0010652645,0.002130529,0.0004437630793,0,0,0,0,Still
65,42,9.846838472,9.821385274,9.882138868,0.01608599384,0.001870003278,0.0010652645,0.002382003836,0.0004566481278,0,0,0,0,Still
66,5,9.765431942,9.724238816,9.806640585,0.02096527406,0.00163684931,0.0010652645,0.002130529,0.0004585418527,0,0,0,0,Train
67,81,9.830310501,9.791803541,9.862408092,0.0201969431,0.001794796243,0.001506511503,0.002609354466,0.0004783719941,0,0,0,0,Still
68,3,9.817894927,9.776155122,9.852690171,0.01712925187,0.001580681522,0.0010652645,0.002609354466,0.0004999313495,0,0,0,0,Still
69,9,9.860086324,9.836350755,9.900133099,0.01688408317,0.001709965824,0.0010652645,0.002382003836,0.0005066881792,0,0,0,0,Still
70,18,9.814452935,9.780572358,9.856380241,0.0191857983,0.0020406663,0.001506511503,0.003013023007,0.0005160136387,0,0,0,0,Train
71,167,9.827199836,9.796382435,9.864503827,0.01522889036,0.001616777497,0.0010652645,0.002609354466,0.000517302616,0,0,0,0,Still
72,80,9.8435193,9.80621075,9.884018089,0.01799056733,0.001982149441,0.001506511503,0.002609354466,0.0005276073466,0,0,0,0,Still
73,32,9.808983924,9.768993755,9.839853801,0.01415046945,0.001726297287,0.0010652645,0.002382003836,0.0005313693692,0,0,0,0,Still
74,9,9.856443864,9.812313749,9.885692144,0.01788861124,0.001718663905,0.0010652645,0.002609354466,0.0005340360939,0,0,0,0,Still
75,25,9.817358778,9.789289263,9.846937142,0.01618939444,0.001505111169,0.0010652645,0.002382003836,0.0005375581029,0,0,0,0,Still
76,53,9.837951144,9.78897657,9.877104416,0.0219469944,0.002024076485,0.0010652645,0.0031957935,0.0005385094971,0,0,0,0,Still
77,194,9.830999172,9.817072525,9.84600499,0.006594402082,0.002992616328,0.002992616328,0.002992616328,0.0005388520058,0,0,0,0,Still
78,193,9.833139281,9.816993115,9.865194142,0.009397436582,0.003042978799,0.002731872448,0.0036651915,0.0005388520058,0,0,0,0,Still
79,140,9.829993471,9.801195251,9.861088758,0.01857756469,0.001530119088,0,0.002382003836,0.0005493597514,0,0,0,0,Still
80,26,9.8095152,9.770430048,9.845954922,0.01772330799,0.002041483265,0.0010652645,0.003013023007,0.0005630091364,0,0,0,0,Still
81,113,9.876216412,9.855580971,9.913123796,0.01378250172,0.002062482711,0.001727787843,0.002731872448,0.0005797085173,0,0,0,0,Still
82,79,9.812250862,9.774024313,9.856866894,0.01621940773,0.001736241057,0,0.003368662036,0.0005984149211,0,0,0,0,Still
83,31,9.808312684,9.781316991,9.834831346,0.01353407227,0.001359052352,0,0.002382003836,0.0006064373999,0,0,0,0,Still
84,54,9.841645296,9.800591868,9.8831238,0.02094672738,0.001795250798,0.0010652645,0.002609354466,0.0006078425498,0,0,0,0,Still
85,228,9.813960535,9.765829461,9.847383772,0.01652904577,0.001686576333,0,0.0031957935,0.0006120427011,0,0,0,0,Still
86,279,9.81574628,9.78626608,9.849911596,0.01443881954,0.001584537122,0,0.003533082559,0.0006143513844,0,0,0,0,Still
87,318,9.817651303,9.77107861,9.87482473,0.01462061677,0.001783800805,0,0.003368662036,0.00061648045,0,0,0,0,Still
88,409,9.817087337,9.776649398,9.850020348,0.01641849935,0.001619670072,0,0.003013023007,0.0006189675449,0,0,0,0,Still
89,237,9.814550472,9.778977885,9.859244248,0.01617523117,0.00142100047,0,0.003368662036,0.0006295326583,0,0,0,0,Still
90,28,9.826843764,9.796619777,9.851788819,0.01598704605,0.00191874962,0.0010652645,0.0031957935,0.0006303599771,0,0,0,0,Still
91,496,9.815172269,9.762363266,9.853225913,0.01464506268,0.001642585011,0,0.0031957935,0.0006349336101,0,0,0,0,Still
92,497,9.815896862,9.775211528,9.853162865,0.01723530958,0.001488217638,0,0.003533082559,0.0006367592144,0,0,0,0,Still
93,216,9.817285411,9.789953776,9.848434948,0.01437499609,0.001483093137,0,0.0031957935,0.0006393579233,0,0,0,0,Still
94,51,9.812566165,9.771795663,9.849698234,0.01515143494,0.001659954322,0,0.003690184475,0.0006456352589,0,0,0,0,Still
95,163,9.830744881,9.80719717,9.857664985,0.01460282469,0.002007286244,0.001506511503,0.0031957934,0.0006486091644,0,0,0,0,Still
96,13,9.812530043,9.769374712,9.856686323,0.01824112846,0.001508378974,0,0.0031957935,0.0006514104813,0,0,0,0,Still
97,139,9.815222901,9.77672408,9.84896612,0.01429634249,0.001618002233,0,0.003533082559,0.0006514698728,0,0,0,0,Still
98,241,9.813507607,9.769306061,9.856964302,0.01539517456,0.001705695095,0,0.003985854705,0.0006546059514,0,0,0,0,Still
99,296,9.817367754,9.775370441,9.849627525,0.01748132385,0.001510411369,0,0.003985854705,0.000655805447,0,0,0,0,Still
100,69,9.841281534,9.819770067,9.867607614,0.01443134951,0.00169059473,0.0010652645,0.0031957934,0.0006567850793,0,0,0,0,Still
101,24,9.816724103,9.781192751,9.839755058,0.01738418897,0.001918702792,0.0010652645,0.003013023007,0.000657770614,0,0,0,0,Still
102,193,9.814966124,9.777874594,9.855526081,0.01617389653,0.001591924444,0,0.0031957935,0.0006578196627,0,0,0,0,Still
103,445,9.814310774,9.777913212,9.852190065,0.01594115354,0.001660011659,0,0.003840865693,0.0006653656013,0,0,0,0,Still
104,200,9.815368081,9.77913703,9.854282302,0.01478665225,0.001641601973,0,0.0031957934,0.0006719133027,0,0,0,0,Still
105,199,9.813420344,9.775232565,9.85057912,0.01407312504,0.001708005174,0,0.003533082559,0.000675313827,0,0,0,0,Still
106,3,9.807114974,9.77182184,9.844671786,0.0168600409,0.001428334632,0,0.003840865693,0.0006755890773,0,0,0,0,Still
107,460,9.814892628,9.786182758,9.855332689,0.01500615959,0.001723592359,0,0.003368662036,0.0006797419827,0,0,0,0,Still
108,379,9.813997447,9.765744498,9.85576956,0.0172955854,0.001641126931,0,0.003013023007,0.0006819939463,0,0,0,0,Still
109,30,9.820717882,9.778828775,9.856644378,0.01992941105,0.002001496064,0.0010652645,0.002609354466,0.0006828766593,0,0,0,0,Still
110,23,9.812632493,9.774216307,9.852009917,0.01706136622,0.001520744548,0,0.003368662036,0.0006856387268,0,0,0,0,Still
111,74,9.840979637,9.814481615,9.867058275,0.01305054859,0.001668607757,0.0010652645,0.0031957935,0.0006856838206,0,0,0,0,Still
112,365,9.815869307,9.778982575,9.859153549,0.01662482745,0.001712301236,0,0.003368662036,0.0006909141481,0,0,0,0,Still
113,206,9.812173483,9.774346941,9.848451537,0.01594736186,0.001584545336,0,0.003533082559,0.0006932243538,0,0,0,0,Still
114,211,9.81598,9.781320434,9.859183419,0.01644855521,0.001886751196,0,0.004643380166,0.0006937105669,0,0,0,0,Still
115,21,9.85164565,9.805661006,9.909472335,0.02543968876,0.001642616455,0.0010652645,0.002609354466,0.0006948623151,0,0,0,0,Still
116,151,9.813364863,9.774328028,9.857956674,0.0163447391,0.001573578185,0,0.0031957935,0.0006957531002,0,0,0,0,Still
117,378,9.816083988,9.783848344,9.867572759,0.01575635486,0.001595395249,0,0.003368662036,0.0006970493191,0,0,0,0,Still
118,207,9.816143333,9.768490023,9.86033996,0.01601757323,0.001610258802,0,0.0031957935,0.0006992169946,0,0,0,0,Still
119,67,9.840987972,9.809730818,9.872135462,0.02021128118,0.001457123415,0,0.002382003836,0.0007010729546,0,0,0,0,Still
120,173,9.813418455,9.770390739,9.8520553,0.01652658203,0.001574054182,0,0.003985854705,0.0007032094181,0,0,0,0,Still
121,298,9.817093786,9.780056142,9.848525819,0.01590216255,0.001744793914,0,0.003533082559,0.0007037373136,0,0,0,0,Still
122,438,9.818777932,9.777873568,9.849452059,0.01544258289,0.001583464094,0,0.003533082559,0.0007043394409,0,0,0,0,Still
123,21,9.852839071,9.79272146,9.910905501,0.01648171201,0.001587900995,0,0.003840865693,0.0007049998339,0,0,0,0,Still
124,369,9.813284153,9.770615806,9.860523879,0.01775494737,0.001796807845,0,0.003985854705,0.000707260041,0,0,0,0,Still
125,437,9.819499887,9.775421237,9.853673857,0.01734536644,0.001556952573,0,0.003368662036,0.0007076947111,0,0,0,0,Still
126,354,9.816885881,9.787517379,9.846302191,0.01422880126,0.00168771729,0,0.003368662036,0.0007081872977,0,0,0,0,Still
127,35,9.811052271,9.763304258,9.859101149,0.01733810293,0.001640344738,0,0.003368662036,0.0007114308704,0,0,0,0,Still
128,196,9.811648804,9.7644974,9.862877486,0.01939611125,0.0014887915,0,0.003368662036,0.0007124260357,0,0,0,0,Still
129,150,9.827177836,9.804817127,9.849262113,0.01119910599,0.001524616532,0,0.002609354466,0.0007127007407,0,0,0,0,Still
130,342,9.815757855,9.779022361,9.85466367,0.01660350374,0.001536163308,0,0.0031957935,0.0007158423608,0,0,0,0,Still
131,186,9.814023623,9.774180387,9.850776751,0.01525624137,0.001616359759,0,0.0031957935,0.0007165174547,0,0,0,0,Still
132,247,9.813762705,9.775609686,9.850659424,0.0153413997,0.001533368535,0,0.003690184475,0.0007174646491,0,0,0,0,Still
133,16,9.808663878,9.774207877,9.841118261,0.01569933051,0.001494184516,0,0.003368662036,0.0007177635813,0,0,0,0,Still
134,37,9.810632963,9.784712457,9.84581636,0.01680824529,0.001180273559,0,0.002609354466,0.0007179220538,0,0,0,0,Still
135,129,9.810849555,9.769547729,9.848294966,0.01536455038,0.001611903455,0,0.003368662036,0.000718324213,0,0,0,0,Still
136,94,9.815921859,9.768008244,9.861711015,0.01738881885,0.001461840803,0,0.003013023007,0.0007184975174,0,0,0,0,Still
137,389,9.815114732,9.772906812,9.865178018,0.01656633641,0.001717969754,0,0.003985854705,0.0007193322065,0,0,0,0,Still
138,104,9.843619369,9.800865297,9.8699202,0.01711239373,0.001928163225,0.0010652645,0.003840865693,0.0007197588059,0,0,0,0,Still
139,192,9.815864679,9.786051697,9.847109451,0.01428090204,0.001590069832,0,0.0031957935,0.0007202267981,0,0,0,0,Still
140,202,9.81132033,9.775691779,9.849542629,0.01496998826,0.001576937155,0,0.0031957935,0.0007219134778,0,0,0,0,Still
141,20,9.809989108,9.777412624,9.848401554,0.02175614129,0.001925679099,0,0.002609354466,0.0007224221946,0,0,0,0,Still
142,41,9.851210732,9.81247801,9.883366816,0.02037508307,0.001450511253,0,0.002609354466,0.0007229038335,0,0,0,0,Still
143,132,9.813116652,9.763275857,9.845959943,0.01502014448,0.001680842018,0,0.003368662036,0.0007249178697,0,0,0,0,Still
144,170,9.812986909,9.770531911,9.856457987,0.01686752726,0.001582767339,0,0.003368662036,0.0007255575612,0,0,0,0,Still
145,392,9.819071587,9.778870394,9.857759477,0.01459996485,0.001755773555,0,0.003368662036,0.0007266894094,0,0,0,0,Still
146,171,9.830218918,9.801156578,9.856253273,0.01359744004,0.001826427795,0.0010652645,0.003533082559,0.0007275265487,0,0,0,0,Still
147,99,9.844725764,9.791973235,9.884399542,0.02231583516,0.00176445336,0,0.002609354466,0.000729781394,0,0,0,0,Still
148,292,9.815294209,9.767169383,9.854579908,0.0166196852,0.001515190114,0,0.0031957935,0.0007313832379,0,0,0,0,Still
149,7,9.81447747,9.780049328,9.852852489,0.01618429875,0.001625081556,0,0.0031957935,0.0007314464483,0,0,0,0,Still
150,93,9.817308458,9.783775035,9.866330661,0.01762795438,0.001545948713,0,0.00451953451,0.0007316659793,0,0,0,0,Still
151,213,9.813066469,9.771806148,9.860119557,0.01476918673,0.00157872292,0,0.003368662036,0.0007317038035,0,0,0,0,Still
152,323,9.813252293,9.763583942,9.85327129,0.0161806813,0.001645151528,0,0.00439219798,0.0007322940696,0,0,0,0,Still
153,18,9.845665438,9.792463144,9.909452767,0.01666570689,0.001620853273,0,0.00451953451,0.000735336108,0,0,0,0,Still
154,188,9.813330486,9.773936341,9.847272444,0.01552278853,0.001622230213,0,0.003533082559,0.0007361831952,0,0,0,0,Still
155,20,9.850032191,9.798683938,9.89782152,0.01590078403,0.001688918162,0,0.003985854705,0.0007364440954,0,0,0,0,Still
156,302,9.816671009,9.780468609,9.850917789,0.0157773923,0.001588927074,0,0.003368662036,0.0007365641502,0,0,0,0,Still
157,78,9.811476292,9.758895473,9.849410956,0.01462550733,0.001650775221,0,0.003533082559,0.0007369636414,0,0,0,0,Still
158,255,9.814652904,9.764791505,9.859295048,0.01769314609,0.001874733117,0,0.003985854705,0.0007386225299,0,0,0,0,Still
159,167,9.844821566,9.771844286,9.913669643,0.02034219985,0.002351824624,0.001727787843,0.003455575685,0.0007411330838,0,0,0,0,Still
160,345,9.815482027,9.781519684,9.860385304,0.01593305009,0.001612306388,0,0.003690184475,0.0007419651466,0,0,0,0,Still
161,29,9.811944414,9.770302295,9.860290691,0.0166186722,0.001711699216,0,0.003985854705,0.0007429211283,0,0,0,0,Still
162,244,9.814068096,9.784999437,9.861634289,0.01553148959,0.001528932634,0,0.003690184475,0.0007432179148,0,0,0,0,Still
163,71,9.809346722,9.76831222,9.853016332,0.01802140094,0.001785396653,0,0.003533082559,0.0007439552476,0,0,0,0,Still
164,146,9.830267678,9.796380021,9.890963369,0.01940886913,0.001959788868,0.0010652645,0.003533082559,0.0007453491806,0,0,0,0,Still
165,270,9.816053465,9.783590771,9.845142317,0.01608087217,0.001849606924,0,0.003985854705,0.000745996497,0,0,0,0,Still
166,472,9.817209042,9.778961692,9.868942437,0.01716138855,0.001613029741,0,0.0031957935,0.0007483981686,0,0,0,0,Still
167,166,9.817076684,9.769314789,9.854821084,0.0170695487,0.001708810695,0,0.003368662036,0.0007485324025,0,0,0,0,Still
168,9,9.850754727,9.763793634,9.917930062,0.01769721692,0.001542808995,0,0.005431804414,0.0007502676246,0,0,0,0,Still
169,420,9.818156587,9.771988361,9.8496711,0.01539334669,0.001707898195,0,0.003368662036,0.0007511664226,0,0,0,0,Still
170,60,9.838828332,9.808473657,9.875543608,0.01608629731,0.001821779002,0,0.002609354466,0.0007519568081,0,0,0,0,Still
171,177,9.817471661,9.784874145,9.866213011,0.01518494591,0.001717785593,0,0.003533082559,0.0007522358463,0,0,0,0,Still
172,303,9.81380807,9.77432165,9.850939319,0.01563262945,0.00182127732,0,0.003368662036,0.0007523556585,0,0,0,0,Still
173,11,9.853451392,9.795317536,9.900140913,0.01633509074,0.00174798484,0,0.003985854705,0.0007527050123,0,0,0,0,Still
174,341,9.814559119,9.775858014,9.874955992,0.01557758873,0.001585130884,0,0.003690184475,0.0007527602951,0,0,0,0,Still
175,440,9.817848699,9.77420905,9.855847422,0.01592143489,0.001907761151,0,0.003985854705,0.0007580281654,0,0,0,0,Still
176,22,9.808737383,9.771610293,9.84501568,0.01566834171,0.001509769333,0,0.0031957935,0.0007585393696,0,0,0,0,Still
177,282,9.81656575,9.776592819,9.853398548,0.01753715144,0.001727884447,0,0.003840865693,0.0007605759325,0,0,0,0,Still
178,96,9.816497582,9.780397253,9.862915045,0.0157653443,0.001546104282,0,0.003368662036,0.0007633017555,0,0,0,0,Still
179,421,9.814400366,9.778014925,9.85936656,0.01590377101,0.001716348644,0,0.004392198053,0.0007634071981,0,0,0,0,Still
180,214,9.814196241,9.770642133,9.860558468,0.01525670174,0.001635170988,0,0.003840865693,0.0007635343282,0,0,0,0,Still
181,236,9.808353796,9.762289796,9.844931618,0.01527053208,0.001576373234,0,0.003368662036,0.0007656300124,0,0,0,0,Still
182,324,9.816828616,9.759194152,9.852056173,0.01591408084,0.001700976209,0,0.003840865693,0.0007668738768,0,0,0,0,Still
183,307,9.812354645,9.762327962,9.842566522,0.01488973625,0.001653307443,0,0.003985854705,0.0007709645753,0,0,0,0,Still
184,429,9.817714869,9.772209212,9.856824659,0.01643717946,0.001621259323,0,0.003690184475,0.0007712550012,0,0,0,0,Still
185,91,9.846704559,9.792423469,9.874475924,0.01634583677,0.001728445733,0,0.0031957935,0.0007719684067,0,0,0,0,Still
186,184,9.812203271,9.775163736,9.853132322,0.01562455957,0.00165568669,0,0.003533082559,0.0007735474986,0,0,0,0,Still
187,45,9.810789484,9.772816191,9.862601054,0.01585049005,0.001662761696,0,0.003985854705,0.0007736542085,0,0,0,0,Still
188,68,9.842696746,9.812366505,9.880394817,0.01727687797,0.001410125105,0,0.002609354466,0.0007745719628,0,0,0,0,Still
189,396,9.816983832,9.762473948,9.861769431,0.01637502571,0.001711384196,0,0.003985854705,0.0007745879354,0,0,0,0,Still
190,475,9.818243918,9.784918668,9.853334483,0.01507909293,0.001755399353,0,0.004261058,0.000775290956,0,0,0,0,Still
191,5,9.799939207,9.634643128,9.987993459,0.02342731917,0.001702715747,0,0.00451953451,0.0007756645401,0,0,0,0,Still
192,56,9.810452256,9.750236187,9.853229185,0.01728964991,0.001621887444,0,0.003533082559,0.0007764116731,0,0,0,0,Still
193,16,9.835641629,9.780154214,9.881666685,0.01652341161,0.001746087192,0,0.004881655206,0.0007765831881,0,0,0,0,Still
194,141,9.834994451,9.802237732,9.862272958,0.014540975,0.002093599104,0.0010652645,0.003368662036,0.0007774659792,0,0,0,0,Still
195,80,9.837073638,9.801619841,9.888183897,0.01803998152,0.001607218317,0,0.002609354466,0.0007784292442,0,0,0,0,Still
196,410,9.81444781,9.780129332,9.851209677,0.01482408971,0.001680963475,0,0.003533082559,0.0007801982284,0,0,0,0,Still
197,25,9.813674006,9.756215742,9.85905231,0.01807686825,0.001564226087,0,0.003533082559,0.0007805686721,0,0,0,0,Still
198,23,9.852669853,9.787171831,9.918742012,0.03010170381,0.00204393941,0.0010652645,0.003533082559,0.0007815632156,0,0,0,0,Still
199,201,9.812356227,9.763438487,9.860446272,0.01767528093,0.001607312773,0,0.003533082559,0.0007839257713,0,0,0,0,Still
200,15,9.835164166,9.783196496,9.889129964,0.01679372456,0.001789458368,0,0.004643380166,0.000784124096,0,0,0,0,Still
201,215,9.814216222,9.771936741,9.847402253,0.01730074462,0.00152718124,0,0.003985854705,0.0007858163675,0,0,0,0,Still
202,32,9.835607107,9.795751679,9.882191084,0.01622288559,0.001723291183,0,0.00451953451,0.0007859556751,0,0,0,0,Still
203,406,9.81548909,9.77415187,9.846312743,0.01554920026,0.001591518137,0,0.003533082559,0.0007860122506,0,0,0,0,Still
204,127,9.811026643,9.782371978,9.842322717,0.0132930699,0.001782686598,0,0.003985854705,0.0007892823311,0,0,0,0,Still
205,264,9.813353741,9.775534263,9.84250872,0.01304799565,0.001536811003,0,0.003985854705,0.0007896370642,0,0,0,0,Still
206,263,9.816570033,9.775450777,9.851793837,0.01511577205,0.001604469753,0,0.003985854705,0.0007897891412,0,0,0,0,Still
207,66,9.837429582,9.810906482,9.8805875,0.01581260746,0.001690059485,0.0010652645,0.0031957934,0.0007914285266,0,0,0,0,Still
208,40,9.821241691,9.765503544,9.880349274,0.02371529439,0.001690059497,0.0010652645,0.0031957935,0.0007914285538,0,0,0,0,Still
209,84,9.845816343,9.804117681,9.883064567,0.01752809916,0.001787814524,0,0.0031957935,0.0007926092159,0,0,0,0,Still
210,415,9.817694935,9.77063898,9.861643879,0.01577496462,0.001770642334,0,0.003368662036,0.0007939640469,0,0,0,0,Still
211,419,9.817098961,9.772986361,9.855874176,0.01757954678,0.001739781388,0,0.003690184475,0.0007952031226,0,0,0,0,Still
212,10,9.850047384,9.825466462,9.901319158,0.01535659079,0.002443349047,0.0010652645,0.003533082559,0.000796477166,0,0,0,0,Still
213,41,9.80813466,9.77649373,9.85475092,0.01784440143,0.001779187625,0,0.003985854705,0.0007972205942,0,0,0,0,Still
214,334,9.814973036,9.774200253,9.852194647,0.01567733122,0.001655257113,0,0.003533082559,0.0007972756365,0,0,0,0,Still
215,30,9.833241028,9.781867632,9.894136063,0.01699471573,0.001749257405,0,0.005431804414,0.0007980920306,0,0,0,0,Still
216,128,9.812512659,9.763445973,9.865180343,0.01548453042,0.001665267937,0,0.003690184475,0.0007986818881,0,0,0,0,Still
217,38,9.843397045,9.805232134,9.878602672,0.01668143754,0.00150955105,0,0.002609354466,0.0007991422044,0,0,0,0,Still
218,363,9.814991454,9.77182228,9.853374115,0.01488905334,0.001826741661,0,0.00451953451,0.0008009096785,0,0,0,0,Still
219,226,9.815952328,9.780203182,9.856920396,0.01631546282,0.001627851218,0,0.004392198053,0.0008011053768,0,0,0,0,Still
220,452,9.816696281,9.777662518,9.854402276,0.01644701564,0.001590609795,0,0.0031957935,0.0008028863074,0,0,0,0,Still
221,4,9.805743938,9.768196029,9.85418414,0.01666288475,0.001726186328,0,0.003985854705,0.0008040295609,0,0,0,0,Still
222,36,9.813364179,9.767010336,9.854143349,0.01565395284,0.001668898835,0,0.00439219798,0.0008059463939,0,0,0,0,Still
223,328,9.819993847,9.770738054,9.861436367,0.01700450085,0.001731036256,0,0.003985854705,0.0008068922593,0,0,0,0,Still
